"genus"	"0_Sal"	"0_SubG"	"0_SupG"	"0_T"	"21_Sal"	"21_SubG"	"21_SupG"	"21_T"
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Mycoplasmatales; f__Mycoplasmataceae; g__Mycoplasma"	0.000133073806681072	0.000113302837995022	3.83177036738038e-05	5.51515185127105e-06	2.6411500206949e-05	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus"	0	3.17090378685185e-06	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__RF39; f__RF39; g__RF39"	0.00152644384174131	0.00030913363515339	0.000266504069361035	0.00124484842354408	0.00151718108171605	0.000583763276682911	0.000313337990627607	0.000822527103298693
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Gemellaceae; g__Gemella"	0.0048823594942137	0.00400222233656419	0.00349376414210956	0.00198829579307183	0.00594186587066627	0.00457962533823667	0.00429103943541694	0.00205084423959794
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Salinicoccus"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus"	9.76657876745776e-06	6.93075487217427e-05	0	6.57607096527047e-05	0	0	0	2.2596681375448e-05
"d__Bacteria; p__Firmicutes; c__BRH-c20a; o__BRH-c20a; f__BRH-c20a; g__BRH-c20a"	0	6.90528254114397e-05	3.71367561043543e-05	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__Christensenellaceae_R-7_group"	0	0.000764069285757295	5.63909034713161e-05	5.80568376440535e-06	0	0	0	1.57903047528817e-05
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__uncultured"	0	0.000138105650822879	0	7.12174625218104e-06	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014"	0.00393098459069731	0.00126157063430666	0.000963998673488757	0.00632530515525652	0.00425307707549457	0.00391008747924131	0.00534578905694535	0.00432625555603808
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group"	7.82813880408405e-05	0.000692016847685116	5.14924338345579e-05	0.000770088527930896	1.91088888181152e-05	4.26036133189546e-05	0	3.33845273923474e-05
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia; f__Hungateiclostridiaceae; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Candidatus_Arthromitus"	0	1.53450723136533e-05	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1"	0	3.06901446273066e-05	3.40420264289914e-05	0	0	0	0	1.31224985237189e-05
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_3"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Sarcina"	0	0	0	1.28191432539259e-05	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Eubacteriaceae; g__Acetobacterium"	0	7.74923476306715e-06	4.24709604807713e-06	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Eubacteriaceae; g__Pseudoramibacter"	0	2.29016374670789e-05	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Defluviitaleaceae; g__Defluviitaleaceae_UCG-011"	0.000241666502447931	0.000359672207025846	0.000350757156788611	2.77081458536603e-05	0.000250175079242475	0.000333196226993103	0.000113776726858389	6.24089487300261e-05
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Eubacterium]_oxidoreducens_group"	0	1.49740627841061e-05	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Eubacterium]_ruminantium_group"	0	5.37077530977865e-05	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Ruminococcus]_gnavus_group"	0	4.64954085784029e-05	5.26104044811686e-05	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Ruminococcus]_torques_group"	0	0	0	0	0	1.15031777528542e-05	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Acetitomaculum"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Agathobacter"	0	8.4397897725093e-05	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Anaerostipes"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia"	0	0.000164997876674893	6.18945935072571e-05	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Butyrivibrio"	0.000483265258211497	0.000291436057859416	0.000474350114748364	0.00127598629823656	0.00050426722741978	0.000183352386195169	9.79527239475693e-05	0.00217424409712554
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Catonella"	0.00218802292089019	0.00271855273799439	0.00265341027496227	0.00346353799769068	0.00162815337205888	0.00657142498980705	0.00387150780178554	0.00351760292171155
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Coprococcus"	0	3.06901446273066e-05	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Dorea"	0	0	0	0	0	0	1.22972869110752e-05	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Fusicatenibacter"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__GCA-900066575"	0	0	0	1.15180833909237e-05	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Howardella"	0	6.02674670186287e-06	3.20022477684303e-05	0	4.24641973735894e-06	9.32853202910735e-06	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Johnsonella"	0.000835183366896439	0.00463997328118178	0.00605514633255617	0.00293219805802667	0.00146543186459653	0.0100629829231386	0.0133265974403744	0.00277007034922485
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoanaerobaculum"	0.00430051647467633	0.00915356194159579	0.0110046021180492	0.0225996245007694	0.00518471476634883	0.011980143996638	0.012152237133712	0.0211671415870496
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium"	0	1.28349109578052e-05	0	8.54609550261724e-06	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_ND3007_group"	0	0.000119039358340174	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK3A20_group"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group"	0	0.000103650900736263	0	0.000236596772841076	0	0	0	5.04426341143535e-06
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-004"	0	4.13859037588109e-05	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-008"	0	0	0	0	0	0	0	1.57903047528817e-05
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Oribacterium"	0.00804382315359948	0.00142298293549207	0.00113634418555014	0.0130716894158292	0.00589360690967232	0.00154968198544962	0.000657630205486971	0.0133459044479861
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__possible_genus_Sk018"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia"	0	7.67253615682664e-06	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Shuttleworthia"	6.48617215195536e-05	0.000173552625940663	4.23627997316129e-05	0	5.94498763230252e-05	0.000119169177305545	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Stomatobaculum"	0.00446026514428636	0.00126375015591717	0.000630097928209605	0.0119874891665498	0.00344789900884343	0.00120382244414342	0.000657826700585065	0.00941148193676231
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Tyzzerella"	0	5.24526724198625e-05	0	4.89518544114259e-05	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__uncultured"	0.00157882512889208	6.81940224623134e-05	4.08361084137262e-05	0.0100618007756321	0.00271828616748067	0.000371378863090312	0.000116703794047036	0.0201542390461102
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Monoglobales; f__Monoglobaceae; g__Monoglobus"	0	0.000107415506195573	3.05113031295141e-05	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__[Eubacterium]_coprostanoligenes_group; g__[Eubacterium]_coprostanoligenes_group"	4.47322217376232e-06	0.000191890102526906	2.80266606558861e-05	7.48675420410044e-05	4.24641973735894e-06	0	0	1.31233595800525e-05
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Butyricicoccaceae; g__Butyricicoccus"	0	4.60352169409598e-05	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Butyricicoccaceae; g__UCG-008"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Butyricicoccaceae; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Colidextribacter"	0	0.000963593606727968	0.000101850510590313	0.000137317371547981	0	1.11389585073796e-05	2.77500277500278e-05	3.76620206168239e-05
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Flavonifractor"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Intestinimonas"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__NK4A214_group"	0	4.06791273256685e-05	2.72977916086589e-06	3.78171916953447e-06	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Oscillibacter"	0	3.42264292208139e-05	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__UCG-002"	2.93136931589169e-06	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__UCG-005"	0	0.000770004786234636	3.91926317852244e-05	7.12174625218104e-06	0	1.46961569549563e-05	0	3.98078726760402e-05
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__uncultured"	0	1.84702975182876e-05	0	0.000345542501727712	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__[Eubacterium]_siraeum_group"	0	2.30176084704799e-05	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Anaerotruncus"	0	6.41745547890261e-06	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__CAG-352"	0	1.26836151474074e-05	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Candidatus_Soleaferrea"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium"	0	0.000493707758134419	9.65670416686785e-06	5.51539957618508e-05	0	0	2.9545941466624e-05	1.57903047528817e-05
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Incertae_Sedis"	0	2.2736281672524e-05	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Negativibacillus"	0	2.30176084704799e-05	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Ruminococcaceae"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Ruminococcus"	9.40822278671559e-06	0.000594416530094803	2.45398405908456e-05	3.34831705214167e-06	5.17940152015435e-06	0	0	2.21064266540344e-05
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum"	0	2.30176084704799e-05	0	3.78171916953447e-06	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__UBA1819"	0	0	0	5.75904169546187e-05	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__uncultured"	1.69035273435684e-06	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__UCG-010; g__UCG-010"	6.27214852447706e-06	0.000177068296882812	0.000121796992629251	8.74267380899113e-05	0	0	1.11000111000111e-05	1.24872148110182e-05
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__UCG-011; g__UCG-011"	0	0	0	6.30286528255745e-06	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__uncultured; g__uncultured"	0	5.37077530977865e-05	9.28418902608857e-06	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptococcales; f__Peptococcaceae; g__Peptococcus"	0.000412917638013596	0.000591374689993959	0.000635232357746828	0.000876390027588816	0.00040637486795744	0.000916830903913976	0.000510044726683767	0.000560259894493698
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptococcales; f__Peptococcaceae; g__uncultured"	0	8.4397897725093e-05	0	1.43976042386547e-05	0	0	0	1.72845907873131e-05
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__[Eubacterium]_brachy_group"	0.000145472921903762	0.000579331116073289	0.000682910405997083	0	9.13826427922692e-05	0.00138042320654911	0.00036628776518905	2.69568397233657e-05
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__[Eubacterium]_nodatum_group"	0.0014386369153303	0.000247261334363585	0.000138040635547293	0.0016202648744931	0.00105927739874182	0.000305674543757764	3.20705206499946e-05	0.00135199795366394
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__[Eubacterium]_saphenum_group"	7.44755090003508e-05	0.000180751913290196	0.000154304907582982	6.66613337599659e-06	6.10585935855273e-05	5.2708791346572e-05	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__Amnipila"	0.000567245294409271	4.27206125132779e-05	4.49078389856258e-05	0.000236116052780561	0.000408198338385089	0.000289485785453784	0.000200906052938944	0.000224883340356601
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__Anaerovorax"	0	6.90528254114397e-05	9.28418902608857e-06	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__Family_XIII_AD3011_group"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__Family_XIII_UCG-001"	6.68260710973139e-05	0.000279496198731633	0.000199163977723105	5.81596264759559e-05	2.2550632772698e-05	0.00037563378824408	8.72196351934867e-05	0.000101913969345054
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__Mogibacterium"	0.000502460203555379	0.000100920274089118	0.000100730355803492	0.000846500172084649	0.000433155241232188	0.000127208186959639	2.30738025628248e-05	0.000605084726238504
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__uncultured"	1.56562776081681e-05	0.000100484289105364	9.21207804638505e-05	0	2.97249381615126e-05	0.000135809923961197	5.19446787954748e-05	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Fusibacteraceae; g__Fusibacter"	0	4.27830365260174e-06	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__[Eubacterium]_yurii_group"	0.000127942334628938	0.00103345735809369	0.00135472368706137	6.79334324900865e-05	0.000152241776803587	0.00350647786121096	0.0019538371117959	8.08309125558414e-05
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Filifactor"	0.000347795010061603	0.0016216170555918	0.00136033890550036	9.23369595233376e-05	0.000193028929299175	0.000546784595976716	0.00012214753243509	0.000206023428162762
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Paeniclostridium"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Peptoanaerobacter"	0	0.000146454365191081	0.000265768095558173	0	0	0.000437040555153657	8.2404466047642e-05	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Peptoclostridium"	0	0.000204608213149537	4.95156748058057e-05	0	0	0	0	1.57903047528817e-05
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Peptostreptococcus"	0.00133664595667336	0.00118962502461034	0.00131816969017254	0.00335944709976845	0.00109749622905732	0.00165933693861719	0.000593082327445658	0.00226112844904456
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Romboutsia"	0	0.0001150880423524	0.000105220808962337	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Terrisporobacter"	0	0	6.18945935072571e-05	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__uncultured"	0	0	0	0	0	0	0	1.57903047528817e-05
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Parvimonas"	0.000978632754226264	0.00293554772993884	0.00230591923791654	0.0011988113742512	0.00150120664779613	0.00399588460921814	0.000922699690754675	0.00136419567353091
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Peptoniphilus"	0	0	0	9.97044475305345e-06	0	1.56296400493897e-05	0	0
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__uncultured"	2.9075944129455e-05	8.07444639576899e-06	5.2267791325349e-05	0	2.54785184241536e-05	0.00011982266245956	0	0
"d__Bacteria; p__Firmicutes; c__Desulfitobacteriia; o__Desulfitobacteriales; f__Desulfitobacteriaceae; g__Desulfosporosinus"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Phascolarctobacterium"	0	0	4.94341443268358e-05	8.54609550261724e-06	0	0	0	1.74966646982919e-05
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Succiniclasticum"	0	0	1.55726855096161e-05	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Selenomonadaceae; g__Anaerovibrio"	1.65595470963869e-05	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Selenomonadaceae; g__Centipeda"	0.000433093622377102	0.00254723822183827	0.00183244110364501	0.000147206515608018	0.000293315100338759	0.00635955402670206	0.00615520265214608	5.54868975257888e-05
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Selenomonadaceae; g__Megamonas"	0	0.000126865291709481	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Selenomonadaceae; g__Selenomonas"	0.00548611693447302	0.0189076559911495	0.0146213101661098	0.00904963486368672	0.00701209525056674	0.031412115064638	0.0124504700585761	0.0109659868856317
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Selenomonadaceae; g__uncultured"	0.000136519637940206	0	0	0.000629930218006157	5.43395743932747e-05	0.000172737906563199	0.000653942497395314	0.00115413210679027
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Sporomusaceae; g__uncultured"	0	3.83626807841332e-05	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Anaeroglobus"	5.7183176459858e-05	0.00061771306347279	0.00112879954092135	2.42139372574155e-05	1.56068631180562e-05	0.00107872922185077	0.000292944063482557	0
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Dialister"	0.00101681533711344	0.0049468618207598	0.0040879732395896	0.000385466771118911	0.00108967581012757	0.00976163190480742	0.00273488298504487	0.000204461420284467
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Megasphaera"	0.0119028934123878	0.000592000592177189	0.000950255682239968	0.0183635292835073	0.0121744537592192	0.000668302292158415	0.00039831154194168	0.0215402072669684
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonella"	0.227097244954618	0.0632612973527913	0.0682770877907393	0.179893979366805	0.224805861171081	0.0484441975769917	0.105833845630941	0.178248392642351
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonellaceae"	0	0	0	0	0	7.06114955514758e-06	0	0
"d__Bacteria; p__Firmicutes; c__Syntrophomonadia; o__Syntrophomonadales; f__Syntrophomonadaceae; g__Syntrophomonas"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium"	0.0774782395320397	0.0856503655158499	0.0746696920052403	0.0835345673265451	0.0797545250061242	0.173825841798802	0.128664130704008	0.110519742872658
"d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia"	0.0183744344710652	0.0197947330694875	0.0247596519500979	0.0305455668884948	0.0145140863485835	0.0406416283201909	0.0598752226043052	0.0368156070774617
"d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Oceanivirga"	0	0	0	1.19990400767939e-05	0	0	0	0
"d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Sneathia"	2.28427845354349e-05	0	0	0	1.90328588713515e-05	0	0	0
"d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Streptobacillus"	2.29812116837614e-05	0	0	0	0.000693570787536216	1.89919034594868e-05	3.56982533384516e-05	0
"d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__uncultured"	0.00134085844700224	6.74898623012127e-05	0.000197124431940908	1.10060946248985e-05	0.00096045278476878	0.000223668969924512	0	0
"d__Bacteria; p__Gemmatimonadota; c__BD2-11_terrestrial_group; o__BD2-11_terrestrial_group; f__BD2-11_terrestrial_group; g__BD2-11_terrestrial_group"	0	1.92523664367078e-05	5.6627947307695e-06	0	0	0	0	0
"d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Gemmatimonadota; c__PAUC43f_marine_benthic_group; o__PAUC43f_marine_benthic_group; f__PAUC43f_marine_benthic_group; g__PAUC43f_marine_benthic_group"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Hydrogenedentes; c__Hydrogenedentia; o__Hydrogenedentiales; f__Hydrogenedensaceae; g__Hydrogenedensaceae"	0	0	6.18945935072571e-06	0	0	0	0	0
"d__Bacteria; p__Latescibacterota; c__Latescibacteria; o__Latescibacterales; f__Latescibacteraceae; g__Latescibacteraceae"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota"	0	0.000142897016094311	3.28610025233184e-05	0	0	0	0	0
"d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade)"	0	8.4397897725093e-05	0	1.16113675288107e-05	0	0	0	0
"d__Bacteria; p__MBNT15; c__MBNT15; o__MBNT15; f__MBNT15; g__MBNT15"	0	4.60352169409598e-05	0	0	0	0	0	0
"d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25"	0	0	9.65670416686785e-06	0	0	0	0	0
"d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__P3OB-42"	0	6.42302010405293e-06	0	0	0	0	0	0
"d__Bacteria; p__Myxococcota; c__Polyangia; o__mle1-27; f__mle1-27; g__mle1-27"	0	0	1.27412881442314e-05	0	0	0	0	0
