"SubG_GLM_p"	"SupG_GLM_p"	"Sal_GLM_p"	"T_GLM_p"	"SubG_GLM_slope"	"SupG_GLM_slope"	"Sal_GLM_slope"	"T_GLM_slope"	"SubG_GLM_p_adj"	"SupG_GLM_p_adj"	"Sal_GLM_p_adj"	"T_GLM_p_adj"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria"	0.000190143998093917	0.0508799989251539	0.105940586062337	0.431200796998252	-0.066197175147155	-0.0342997611972379	0.0292618527923631	0.0228565450949101	0.00139945982597123	0.137084786660434	0.282508229499566	0.844052623911473
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria; s__Neisseria_bacilliformis"	0.0222139445993149	0.00407756154345249	0.0474340675029661	0.156671649021909	-0.0510847652246657	-0.0690875699630231	-0.0224514261609787	-0.00904783122320971	0.0597741699078747	0.0187567830998814	0.181830592094704	0.624729454740992
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria; s__Neisseria_elongata"	0.0973676381094551	0.0145587081980983	0.844078347066945	0.935821440554927	-0.045229004804467	-0.0646095669047786	-0.00508214529048699	0.00188409755751038	0.199120636077717	0.049607450156483	0.897748068556751	0.985249821580416
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria; s__Neisseria_oralis"	0.394709023722645	0.143071111053749	0.486089381151144	0.588674819572269	0.0198484555408254	-0.0393617693991459	0.00790233371999295	0.00429681849862669	0.507877345209557	0.258642031504102	0.65284997176504	0.889579049644689
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria; s__Neisseria_perflava"	0.855502353554318	0.23295968140598	0.373371027504856	0.484790501413206	-0.00539031280187972	-0.0326315732686236	0.0130516569317476	-0.0140691497529221	0.909898456959505	0.360206566207566	0.572502242174112	0.883560609455391
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__Cardiobacteriaceae; g__Cardiobacterium; s__Cardiobacterium_valvarum"	0.00124948067230525	0.000276219893329043	0.26983233039272	0.0998235180433963	0.0911111898677484	0.0890876351621411	0.0118739496042222	0.0106480662143021	0.00621363361362612	0.002117685848856	0.502254759902404	0.624729454740992
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__Cardiobacteriaceae; g__Cardiobacterium; s__uncultured_bacterium"	0.748886879652772	0.523385986340198	0.440319680892709	0.710410650392555	-0.00581318463048904	-0.00943401071384265	0.013610499687216	-0.00429361781713816	0.815356129326095	0.63776835421587	0.600139416920433	0.889579049644689
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__Cardiobacteriaceae; g__Cardiobacterium; s__uncultured_Cardiobacterium"	0.431162900765654	0.121311077000799	0.0949852814074765	0.108799917016406	0.00919742430705973	0.0216645550061311	0.0209143501992607	0.00684736566229915	0.539686896196465	0.248013757423857	0.264031824665365	0.624729454740992
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae"	0.0292230592718288	0.113451719957663	0.529809835770719	0.116092913742145	-0.0346559054923907	-0.0184878447234906	0.00520331438106045	-0.0238420456296346	0.0746811514724515	0.239943867496667	0.674530386908746	0.624729454740992
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae"	0.00345493802310095	0.00489783187536597	0.617617379436004	0.0100104228386754	0.0511245687419385	0.078839979946557	-0.0068216093469343	-0.0511699468833761	0.0144479226420585	0.0219805137821302	0.733171598814354	0.438214267349009
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Aggregatibacter"	0.777963249170589	0.317183639404909	0.531559272292219	0.6851627293914	0.00681264395878014	0.0184057457354461	0.0135213655421392	-0.00514640856542357	0.84203081086699	0.448936843465409	0.674530386908746	0.889579049644689
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Aggregatibacter; s__uncultured_bacterium"	0.00213511963834332	0.0723498474998411	0.00651866674894376	0.000395506578381382	0.0940878649765286	0.0424451015069005	0.0482756086036411	0.0766608158964889	0.00958200032817489	0.17067143512783	0.0521769685037759	0.0560409727571574
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus"	3.47546297566273e-07	0.000271576228769765	0.0245080489079444	0.124708325653029	-0.163290886145117	-0.102642028018973	-0.0201587925777516	-0.0273547150652613	3.19742593760971e-05	0.002117685848856	0.115627717924661	0.624729454740992
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__Haemophilus_sputorum"	0.134644168579025	0.139963599218664	0.0157275771776295	0.647650745351821	-0.0106228433977586	-0.00133198559479	-0.0669998604692636	-0.0077049553159707	0.255407495036501	0.258296052810632	0.0803853944634399	0.889579049644689
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Moraxella"	0.45384908700288	0.328138968350528	0.186183388398546	0.183344513891378	0.0113933491737563	0.0133766470861083	0.0201265690538274	0.0181637487959744	0.549396263214013	0.460897482263337	0.410523154916132	0.624729454740992
"d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Treponema"	0.00648619553747056	0.240733405264856	0.765644561485777	0.381816195321231	0.0497113509986656	0.0250859475386235	-0.00299431002524468	0.0175836859040749	0.0252608532088396	0.366073938584574	0.841061755053985	0.821757767769821
"d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__Treponema_denticola"	0.0785680673038484	0.772187315624321	0.715317764886034	0.977615593847962	0.0383061120606298	-0.00668473529528855	0.00481877082635153	0.000219510176144703	0.166166946941472	0.835779212205147	0.802551638652623	0.99356062886029
"d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__Treponema_genomosp."	0.290162714855989	0.0203848595304142	0.832828462956562	0.23519080220444	-0.0100884388165406	-0.0196243226447917	0.000849962551430824	0.00374455967529945	0.411542076663197	0.0669788241713609	0.896142907508815	0.640726479793687
"d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__Treponema_lecithinolyticum"	0.305856590816216	0.238584050065586	0.351583343401132	0.745372353568	0.0165390603112763	-0.0149882922732409	0.0127216233619347	0.000830016061307486	0.426345550834725	0.365828876767233	0.558085898910088	0.889579049644689
"d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__Treponema_maltophilum"	0.00092304739439988	0.270087297018588	0.675993574724968	0.398311445257346	0.0685632548415382	0.0225641242704244	0.00718608608416785	-0.00494184814687815	0.00485259201627365	0.397568501211362	0.782281872637699	0.842405815256915
"d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__Treponema_medium"	0.000378592103845857	0.659537211794141	0.764687463168371	0.226090241771888	0.0879174441671899	0.0113068152996417	0.00585644923804117	-0.0168895879595119	0.00236571401620898	0.749103993642728	0.841061755053985	0.640726479793687
"d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__Treponema_refringens"	0.0973959632988835	0.139963599218664	0.698150662432775	0.594441929131968	-0.00527483717803978	-0.00133198559479	0.00547882113625356	0.00816915897334347	0.199120636077717	0.258296052810632	0.788096453298348	0.889579049644689
"d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__Treponema_socranskii"	1.33681403064195e-05	0.0120766780445679	0.130911522894468	0.292008781564505	0.114767338910966	0.0641627529759228	0.0312341189045869	0.0147371013917434	0.000163982521092079	0.0432322560878611	0.325186479305862	0.675711018477743
"d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__Treponema_vincentii"	3.82303633112702e-05	0.0109955379671259	0.0129171950827557	0.797720343431379	0.0857587841168366	0.0568856332043597	0.0370214787311867	-0.000216281356471664	0.000390799269404095	0.0414078662616362	0.0742738717258452	0.889579049644689
"d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__uncultured_bacterium"	0.203455343347169	0.343843763197872	0.554255553806507	0.499403822735656	0.0249042953362089	0.0158878489727553	0.00659263239022138	0.00657466983426645	0.340733332574088	0.469793726209964	0.693198043303181	0.883560609455391
"d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__unidentified"	0.446236682543838	0.736453358200833	0.354869837893915	0.928720396052218	0.0128080960111155	0.00529941609716053	-0.00907103067728839	-0.000389920934370661	0.544031649786572	0.806591773267579	0.558085898910088	0.985249821580416
"d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Synergistaceae; g__Fretibacterium"	0.13311957002542	0.954385540479171	0.35441668180219	0.411706995852411	0.0368654549231728	-0.00132696797104195	-0.011716234806823	-0.00726106873019845	0.255145842548722	0.959600762011844	0.558085898910088	0.844052623911473
"Unassigned"	0.0152552159771201	0.3467778579845	0.347909333769988	0.209732973791805	-0.04450157758858	-0.0103766464815026	-0.0170073798062024	-0.0109449716955089	0.048484175084943	0.469793726209964	0.558085898910088	0.634997542840018
